CUST_ID,BALANCE,BALANCE_FREQUENCY,PURCHASES,ONEOFF_PURCHASES,INSTALLMENTS_PURCHASES,CASH_ADVANCE,PURCHASES_FREQUENCY,ONEOFF_PURCHASES_FREQUENCY,PURCHASES_INSTALLMENTS_FREQUENCY,CASH_ADVANCE_FREQUENCY,CASH_ADVANCE_TRX,PURCHASES_TRX,CREDIT_LIMIT,PAYMENTS,MINIMUM_PAYMENTS,PRC_FULL_PAYMENT,TENURE
C16243,91.011429,0.636364,1023.55,788.15,235.4,0,0.75,0.333333,0.5,0,0,20,3000,853.805054,112.459858,0.166667,12
C16247,5063.070919,1,2742.33,517.3,2225.03,367.915403,0.916667,0.75,0.916667,0.083333,1,31,7500,11263.92185,3417.459191,0.083333,12
C16252,528.095171,1,868.74,677.74,191,0,0.9,0.6,0.6,0,0,22,600,1013.601058,173.598464,0,10
C16255,2244.345037,1,2969.3,1238.55,1730.75,0,1,0.75,1,0,0,91,9500,713.218297,643.266736,0,12
C16259,1096.228243,1,313.38,313.38,0,0,0.083333,0.083333,0,0,0,1,5000,502.501173,303.90853,0,12
C16261,250.758639,1,1274.55,771.58,502.97,0,1,1,0.583333,0,0,25,7000,1282.879804,188.808807,0.416667,12
C16264,4962.753828,1,618.4,618.4,0,2555.103715,1,1,0,0.166667,2,12,7000,2412.673715,1565.706094,0,12
C16265,2006.793571,1,485.92,129.2,356.72,0,1,0.083333,1,0,0,24,4500,461.233712,730.057807,0,12
C16268,481.20549,1,1520.98,1129.8,391.18,0,0.833333,0.5,0.666667,0,0,24,6000,1477.598975,248.560395,0.083333,12
C16269,1132.798883,1,411.24,242.45,168.79,0,0.5,0.333333,0.416667,0,0,13,3000,814.752576,706.375896,0,12
C16270,398.65758,1,1331.25,349.47,981.78,647.982323,1,0.333333,0.888889,0.111111,2,20,6000,343.581118,132.768622,0,9
C16271,1103.861429,1,714,45,669,0,1,0.083333,1,0,0,13,1200,615.631157,564.048565,0,12
C16273,857.712196,1,1224,564,660,2645.818049,0.666667,0.083333,0.666667,0.75,18,15,2000,2494.59698,359.023302,0.090909,12
C16274,50.682705,0.909091,434.6,64,370.6,0,0.833333,0.083333,0.833333,0,0,11,4000,538.381397,136.480614,0.1,12
C16276,2075.314278,1,588.67,277.63,311.04,0,1,0.083333,1,0,0,17,2500,604.791592,492.941701,0,12
C16278,91.623484,0.7,179.8,179.8,0,1099.441745,0.1,0.1,0,0.4,8,1,1200,1374.794128,99.449376,0.5,10
C16279,122.124272,1,1052.96,58.96,994,0,0.75,0.083333,0.75,0,0,17,3000,1460.413198,191.915913,1,12
C16280,746.9786,1,2341.08,1953.84,387.24,0,1,0.416667,1,0,0,59,2000,736.002618,241.954677,0,12
C16286,58.239998,1,556.93,556.93,0,453.660855,0.166667,0.166667,0,0.166667,7,5,4700,0,,0,12
C16289,1194.885664,1,365.5,365.5,0,0,0.416667,0.416667,0,0,0,8,1200,566.349364,1362.30698,0,12
C16292,150.580574,0.818182,2697.86,1867,830.86,0,1,0.75,0.833333,0,0,43,1200,2541.202407,127.089174,0.111111,12
C16296,540.020858,1,612.23,495.61,116.62,1708.923217,0.666667,0.166667,0.5,0.333333,10,10,2000,1642.068707,419.956251,0,12
C16297,1621.219401,1,98.4,98.4,0,2745.571593,1,1,0,0.583333,16,13,4000,3592.092848,567.227496,0.166667,12
C16298,460.56625,1,864.61,864.61,0,0,0.833333,0.833333,0,0,0,11,3000,1880.266926,362.449997,0.25,12
C16302,41.011184,1,1314.75,125.19,1189.56,0,1,0.5,1,0,0,70,6000,1303.104693,135.761304,0.7,12
C16304,778.393346,1,1854.3,174.4,1679.9,0,1,0.083333,1,0,0,26,1200,844.459124,717.606248,0.166667,12
C16305,638.772385,1,2093.15,1218.8,874.35,0,1,0.416667,0.833333,0,0,45,1200,1017.966877,279.000158,0,12
C16306,1455.736956,1,1171.88,1171.88,0,19.619461,0.363636,0.363636,0,0.090909,1,25,3700,350.750246,343.006271,0,11
C16307,156.348232,0.454545,2214.87,2214.87,0,376.456319,0.166667,0.166667,0,0.083333,2,3,14500,7840.121433,171.749612,0.5,12
C16309,1978.442957,1,35.94,35.94,0,922.67316,0.083333,0.083333,0,0.916667,28,1,2000,1230.609516,1314.625311,0,12
C16310,605.203304,1,1279.5,543,736.5,203.148527,1,0.375,0.875,0.25,5,37,1000,661.341498,142.5988,0.142857,8
C16312,2503.438106,1,2001.69,1437.24,564.45,268.761003,1,0.5,1,0.333333,11,49,3000,1199.370357,985.937337,0,12
C16313,4028.03648,1,35,35,0,0,0.083333,0.083333,0,0,0,1,4000,328.496865,20551.61978,0,12
C16317,4417.192123,1,1149.52,1149.52,0,1944.558434,0.583333,0.583333,0,0.416667,9,13,5000,1250.398004,1373.34962,0,12
C16318,1370.317105,1,1389.28,745.94,643.34,64.146816,0.916667,0.5,0.833333,0.083333,1,28,1800,431.782845,811.518229,0,12
C16322,1729.618796,1,3533.46,2533.5,999.96,0,1,0.5,0.833333,0,0,46,5000,4868.256038,735.288195,0.083333,12
C16326,1258.165394,1,2821.76,779.26,2042.5,0,1,0.583333,1,0,0,80,4500,1457.330184,273.104239,0,12
C16328,3215.080388,1,410.24,296.52,113.72,0,0.666667,0.333333,0.416667,0,0,12,9500,772.194997,886.05258,0,12
C16333,161.576879,0.909091,194,59,135,0,0.416667,0.083333,0.333333,0,0,6,5000,738.457844,197.425096,0.1,12
C16336,2446.41139,1,1915.65,1332.91,582.74,4201.060262,0.75,0.25,0.666667,0.5,8,29,8500,4723.691364,629.361278,0,12
C16337,2212.921154,1,52.9,52.9,0,2035.862807,0.083333,0.083333,0,0.583333,19,1,3500,704.408044,601.028911,0,12
C16338,1484.221941,1,52.83,52.83,0,3164.677567,0.166667,0.166667,0,0.25,12,3,3000,1871.16958,413.035007,0,12
C16341,4183.825982,1,490.61,45.65,444.96,178.950075,0.666667,0.083333,0.666667,0.333333,4,13,4500,1541.998312,2410.083966,0,12
C16343,4198.61809,0.727273,17.3,17.3,0,2845.86846,0.083333,0.083333,0,0.25,6,1,8954.545455,10226.60176,1024.126428,0.1,12
C16347,82.706999,1,367.67,289.77,77.9,0,0.416667,0.333333,0.083333,0,0,9,4700,610.349554,143.185465,0.083333,12
C16348,3504.329825,1,5313.2,3787.5,1525.7,0,1,0.5,1,0,0,37,13000,4357.719667,952.119024,0,12
C16349,77.087831,0.363636,311.81,311.81,0,261.469776,0.25,0.25,0,0.083333,1,4,4000,109.704849,132.31002,0,12
C16351,933.072519,1,12.4,12.4,0,1085.487045,0.083333,0.083333,0,0.166667,6,1,2500,481.589626,238.636185,0.083333,12
C16354,1531.486784,1,956.56,819.16,137.4,1548.653023,0.666667,0.666667,0.083333,0.25,10,11,4000,424.033602,659.90603,0,12
C16356,4755.943819,1,3785.85,3583.95,201.9,529.171674,1,1,0.166667,0.416667,12,46,10500,1212.369561,991.435532,0,12
C16357,970.862162,1,563.82,563.82,0,0,0.833333,0.833333,0,0,0,10,2950,350.164857,373.629996,0,12
C16358,2652.663225,1,331.81,331.81,0,1058.561786,0.833333,0.833333,0,0.166667,3,10,3500,831.678305,1077.695905,0,12
C16367,556.857438,1,21.9,21.9,0,0,0.166667,0.166667,0,0,0,2,600,162.272808,271.112945,0,12
C16372,502.236778,1,603.46,328.68,274.78,0,0.583333,0.333333,0.416667,0,0,13,1200,233.768374,353.463494,0,12
C16377,2522.93846,1,394.48,221.2,173.28,2904.343372,0.75,0.166667,0.583333,0.166667,2,11,3000,3734.576574,1184.827039,0,12
C16378,4926.540711,1,226.63,164.79,61.84,1893.581202,0.25,0.25,0.083333,0.25,4,5,5500,974.445304,2314.631472,0,12
C16379,987.853328,1,2599.42,1967.62,631.8,0,1,0.833333,0.75,0,0,35,1800,2146.180788,239.996338,0.083333,12
C16388,629.744788,0.363636,354.5,354.5,0,3023.321998,0.083333,0.083333,0,0.333333,21,3,5000,257.295601,418.943012,0,12
C16389,683.357929,1,5105.17,2265.11,2840.06,0,1,0.75,0.916667,0,0,90,3500,4650.299879,177.946334,0.75,12
C16392,5719.149672,1,1611.04,1447.64,163.4,5034.877748,0.916667,0.333333,0.833333,0.083333,1,27,9000,4997.375402,1783.558275,0,12
C16395,94.106762,0.454545,1063.22,789.22,274,0,0.75,0.333333,0.416667,0,0,14,7000,276.870232,69.559452,0,12
C16401,1912.125318,1,518.04,449.71,68.33,6314.938401,0.083333,0.083333,0.083333,0.416667,12,4,3500,3837.547894,492.835677,0.111111,12
C16403,108.889031,1,1145.85,445.85,700,0,1,0.916667,0.75,0,0,22,5000,874.238956,179.080958,0.833333,12
C16411,2664.926838,1,1229.62,661.6,568.02,0,1,0.333333,0.916667,0,0,28,8000,1692.635777,805.598851,0,12
C16421,330.707721,0.545455,56.4,56.4,0,1680.231932,0.083333,0.083333,0,0.166667,3,1,4000,3613.150681,205.305914,0.5,12
C16423,31.269893,1,224.81,224.81,0,0,1,1,0,0,0,16,1800,284.388927,225.29301,0.166667,12
C16427,492.040223,1,17,17,0,171.814665,0.083333,0.083333,0,0.333333,4,1,600,243.905711,291.892373,0,12
C16436,145.085902,1,1284.74,1284.74,0,0,0.5,0.5,0,0,0,16,3000,2524.474539,167.031924,0.166667,12
C16439,4652.51827,1,4042.41,2731.38,1311.03,3581.376823,1,0.666667,1,0.333333,7,73,5000,7633.554879,4192.565071,0,12
C16440,1089.351276,1,595.83,563.5,32.33,147.306438,0.25,0.25,0.083333,0.083333,1,8,2500,316.521528,382.024584,0,12
C16445,1253.290131,1,138,55,83,0,0.083333,0.083333,0.083333,0,0,2,9000,302.161387,414.1429,0,12
C16448,965.514081,1,8945.67,8945.67,0,0,0.916667,0.916667,0,0,0,23,5500,7917.840874,261.663214,1,12
C16451,744.083484,1,1096.98,589.48,507.5,174.714236,1,0.5,0.6,0.2,4,14,5000,1873.388189,148.294074,0.1,10
C16454,2848.442843,1,2148.02,1634.44,513.58,385.68198,1,0.666667,0.583333,0.083333,1,32,3500,922.603695,764.90448,0,12
C16456,47.587585,0.727273,414.8,53,361.8,0,0.5,0.083333,0.416667,0,0,8,4500,545.768039,135.094235,1,12
C16457,3531.167073,0.9,797.5,577.83,219.67,5273.226918,0.7,0.4,0.5,0.9,33,21,4000,2979.5467,3052.080103,0,10
C16459,398.403586,1,3658.71,2745.31,913.4,0,0.916667,0.833333,0.75,0,0,48,2500,3646.346596,151.890083,1,12
C16462,43.656303,0.909091,2122.98,1826.67,296.31,0,0.833333,0.666667,0.166667,0,0,17,10500,2006.417008,131.553346,1,12
C16465,4217.472407,1,7311.99,7311.99,0,0,0.5,0.5,0,0,0,11,6700,2773.245445,1960.522407,0,12
C16467,170.569025,1,2368.84,1464.56,904.28,0,0.916667,0.666667,0.833333,0,0,46,2500,2123.311356,137.665487,0.5,12
C16468,6557.146926,1,354.27,354.27,0,2943.653759,0.166667,0.166667,0,0.583333,18,5,7000,1606.554704,2474.330298,0,12
C16471,4548.940782,1,2095.49,1349.33,746.16,826.710558,1,0.833333,1,0.166667,3,72,6500,1427.071161,1036.041514,0,12
C16472,157.364234,1,1778.92,1233.87,545.05,0,1,1,0.5,0,0,36,10500,1686.269252,143.010184,0.777778,12
C16478,166.761294,1,1831.91,216.92,1614.99,0,0.833333,0.083333,0.75,0,0,19,7000,1298.605481,162.966327,0.090909,12
C16480,1998.319924,1,5400.64,4694.12,706.52,0,1,0.916667,0.833333,0,0,61,6850,3359.914173,527.235281,0.090909,12
C16481,1178.607275,1,1014.36,322.69,691.67,0,1,0.416667,0.75,0,0,39,1200,1250.42369,620.326049,0,12
C16487,3191.334524,1,219.44,177.8,41.64,433.90772,0.416667,0.083333,0.333333,0.083333,1,6,9000,810.671862,866.819687,0,12
C16491,135.25122,1,904.55,63.4,841.15,0,0.75,0.083333,0.583333,0,0,21,7500,990.722558,163.711273,0,12
C16492,435.55396,1,1522.06,1372.34,149.72,0,0.833333,0.583333,0.75,0,0,24,3000,1878.606679,162.411202,0,12
C16494,2304.470294,1,1201.97,374.24,827.73,1009.853215,1,0.666667,1,0.166667,4,36,3000,1254.356926,1050.329485,0,12
C16498,533.512148,1,2243.99,1543.99,700,949.859862,1,0.583333,0.916667,0.083333,1,30,7000,2522.034983,269.921984,0.333333,12
C16501,1428.265873,1,1490.63,1411.88,78.75,5411.208676,0.416667,0.333333,0.166667,0.333333,10,19,5250,4644.297034,456.049907,0.166667,12
C16504,4028.714266,1,3585.75,3488.42,97.33,478.678942,0.333333,0.333333,0.083333,0.083333,1,17,6500,6869.557475,976.009981,0.1,12
C16508,5239.146869,1,57.91,57.91,0,2973.966812,0.083333,0.083333,0,0.25,4,1,6000,1218.114753,1737.033754,0,12
C16518,10.259525,0.181818,119.8,119.8,0,0,0.083333,0.083333,0,0,0,2,5000,711.480411,82.793678,0,12
C16519,1527.826042,1,3191,3191,0,2035.662918,0.083333,0.083333,0,0.416667,17,3,4950,5393.198816,436.082971,0.083333,12
C16522,971.723256,1,1853.7,966.14,887.56,319.449176,1,0.416667,1,0.25,3,26,3500,513.439153,252.114517,0,12
C16524,1346.777622,1,1798.15,357.8,1440.35,0,1,0.25,1,0,0,40,1500,1213.489835,712.170112,0,12
C16527,406.939907,1,2615.18,2615.18,0,0,1,1,0,0,0,76,4300,5296.640171,2773.819516,0.75,12
C16529,108.386507,1,211.9,211.9,0,0,0.166667,0.166667,0,0,0,2,5100,131.85375,125.337911,0,12
C16531,6.395964,0.181818,79,79,0,0,0.083333,0.083333,0,0,0,1,7500,107.281393,45.447418,0,12
C16532,207.632783,1,45.65,45.65,0,0,0.083333,0.083333,0,0,0,1,1200,0,,0,12
C16547,1504.980887,1,322.81,184.71,138.1,0,0.583333,0.416667,0.5,0,0,15,1600,467.652307,644.070346,0,12
C16549,1552.687961,1,654.16,557.16,97,0,0.75,0.5,0.583333,0,0,21,1500,1041.793202,1676.396511,0,12
C16554,1631.573904,1,112.56,112.56,0,0,0.181818,0.181818,0,0,0,3,1700,439.132886,690.430521,0,11
C16555,3060.945154,1,2478.38,1974.38,504,0,1,1,0.583333,0,0,32,6500,1828.095269,1062.750643,0,12
C16556,625.144248,1,958.39,365,593.39,0,1,0.166667,1,0,0,30,4000,881.159896,205.198021,0,12
C16561,113.723132,0.727273,740.82,574.44,166.38,188.360044,0.25,0.166667,0.083333,0.083333,2,3,5500,1335.466998,99.981807,0.333333,12
C16562,1475.485907,1,522.68,522.68,0,1635.215775,0.25,0.25,0,0.166667,4,7,3000,265.318943,572.110855,0,12
C16565,946.059539,1,10915.37,9323.71,1591.66,0,1,1,1,0,0,93,5000,12612.66824,263.274743,1,12
C16567,13.720529,0.454545,1724.77,935.67,789.1,0,0.833333,0.583333,0.583333,0,0,19,3500,1490.96569,28.103306,0.142857,12
C16569,603.686346,1,397.5,88,309.5,63.384239,0.5,0.083333,0.416667,0.166667,2,12,1500,279.038144,269.861111,0,12
C16574,1155.509859,1,564,564,0,0,0.166667,0.166667,0,0,0,6,4000,279.047416,295.461365,0,12
C16575,1434.793889,1,467.88,467.88,0,0,1,1,0,0,0,12,4300,2538.815988,2898.375147,0,12
C16580,1963.698617,1,1582.88,1259.82,323.06,2601.802794,0.166667,0.083333,0.083333,0.333333,5,12,2500,4138.243604,806.866365,0,12
C16585,46.103924,0.818182,443.25,443.25,0,0,0.25,0.25,0,0,0,3,6500,417.350534,93.536782,0,12
C16590,61.268046,0.454545,491.11,171.11,320,0,0.25,0.083333,0.166667,0,0,5,5000,702.302424,135.813519,0,12
C16594,1248.332959,1,478.32,198,280.32,157.20552,0.583333,0.083333,0.416667,0.083333,2,8,4000,1429.176523,360.158214,0,12
C16595,6255.078201,1,195.29,124.17,71.12,2881.905049,0.5,0.083333,0.333333,0.416667,10,9,7500,1797.863187,1926.996357,0,12
C16598,3169.141778,1,435,435,0,3049.497763,0.083333,0.083333,0,0.166667,3,3,6500,795.908206,792.369143,0,12
C16599,1208.300547,0.818182,1855.71,1469.5,386.21,0,1,0.583333,0.666667,0,0,27,4500,3023.498427,523.893953,0,12
C16600,3271.129597,1,4209.98,556.22,3653.76,1058.425793,1,0.416667,1,0.416667,9,74,10300,6965.162385,2492.306544,0,12
C16601,538.768762,0.909091,226.95,129.58,97.37,452.00913,0.545455,0.090909,0.454545,0.272727,8,9,1200,946.649324,211.220001,0,11
C16605,1460.749521,1,2318.21,1666.71,651.5,0,0.916667,0.666667,0.75,0,0,35,5900,1324.509712,385.125089,0,12
C16609,6650.001408,1,275.38,235.71,39.67,494.997609,0.25,0.166667,0.166667,0.333333,9,7,15500,1386.144517,1538.648155,0,12
C16611,453.347636,1,4164.8,159.4,4005.4,0,1,0.166667,1,0,0,51,5500,4663.19128,168.550395,1,12
C16614,1540.478248,1,1494.11,171.51,1322.6,320.569363,1,0.083333,1,0.083333,4,51,1000,347.092355,10830.18182,0,12
C16615,88.905573,0.727273,537.56,537.56,0,0,0.25,0.25,0,0,0,6,2500,563.972982,210.924256,0,12
C16616,846.091011,1,2599.2,1212.28,1386.92,0,0.916667,0.333333,0.916667,0,0,19,3000,1900.699307,195.516066,0,12
C16619,2504.312118,1,8631,6983.43,1647.57,704.155697,1,1,0.75,0.333333,5,66,5000,5705.083777,598.008488,0,12
C16625,1906.104266,1,781.43,1,780.43,2097.271687,0.583333,0.083333,0.5,0.166667,2,16,3400,495.427538,618.280632,0,12
C16627,218.280031,1,939.14,939.14,0,0,0.727273,0.727273,0,0,0,8,5000,969.130835,168.33379,0,11
C16629,159.210281,1,247.8,75.8,172,0,0.25,0.083333,0.166667,0,0,3,5000,607.575208,155.618451,0,12
C16634,1614.278999,1,554.65,452.85,101.8,603.964591,0.5,0.333333,0.166667,0.25,3,13,2000,485.998474,624.895688,0,12
C16636,5718.507585,1,4717.77,851.58,3866.19,3584.26549,1,0.416667,0.916667,0.5,10,85,6000,8880.955481,3629.253811,0,12
C16647,1396.625608,1,1163.49,639.37,524.12,1131.376682,0.916667,0.416667,0.666667,0.166667,7,20,1900,607.122812,945.876518,0,12
C16648,11.725408,0.181818,178,178,0,0,0.083333,0.083333,0,0,0,1,1500,1024.466785,85.691487,0,12
C16656,1928.254972,0.9,293.26,293.26,0,830.670122,0.1,0.1,0,0.1,1,2,2000,496.917889,533.486552,0,10
C16658,395.722912,1,1837.15,1534.65,302.5,0,1,0.916667,0.916667,0,0,62,2000,914.845569,279.508067,0.5,12
C16659,54.250363,0.8,317.4,317.4,0,0,0.3,0.3,0,0,0,4,3000,234.894972,126.945378,0,10
C16661,347.928329,1,832.37,427.96,404.41,0,1,0.416667,1,0,0,31,1000,752.706706,194.408347,0,12
C16662,3086.119532,1,1134.38,396.29,738.09,4323.275849,0.916667,0.083333,0.916667,0.166667,2,22,12000,1492.992521,829.092375,0,12
C16668,136.268319,1,757.49,487.61,269.88,1360.553696,1,0.083333,0.916667,0.583333,10,26,2000,4086.277963,1723.818986,0.5,12
C16669,470.91505,1,907.5,574.5,333,0,0.583333,0.166667,0.333333,0,0,10,1500,1065.270854,187.996032,0,12
C16674,382.979758,1,3487.08,484.59,3002.49,0,1,0.333333,1,0,0,143,6000,3652.818025,174.214771,0.916667,12
C16677,3915.151082,1,2607.07,2155.66,451.41,0,0.916667,0.583333,0.583333,0,0,27,8000,857.533676,930.799308,0,12
C16678,68.607989,0.909091,584.26,188.54,395.72,0,1,0.083333,1,0,0,26,4000,298.014685,130.102479,0.090909,12
C16680,1699.100066,1,73.5,73.5,0,0,0.083333,0.083333,0,0,0,1,1700,429.500066,992.881958,0,12
C16683,748.352082,1,1199.77,464.39,735.38,550.543385,0.916667,0.333333,0.833333,0.333333,7,24,1200,622.155263,317.100121,0.090909,12
C16690,3759.848908,1,7472.37,6845.82,626.55,0,1,1,0.75,0,0,54,8500,5001.440215,926.454371,0.083333,12
C16700,5636.389815,1,645.55,645.55,0,1190.251389,0.5,0.5,0,0.416667,15,14,6500,1334.895124,1301.852155,0,12
C16701,19.516936,0.090909,851,851,0,0,0.083333,0.083333,0,0,0,1,5000,9821.138115,,0,12
C16727,2.907271,0.2,53,53,0,0,0.1,0.1,0,0,0,1,1000,239.669232,72.466408,0,10
C16728,1347.883104,1,174.05,69.55,104.5,1714.06927,0.166667,0.083333,0.083333,0.25,5,3,3000,1711.864665,392.529445,0,12
C16730,871.35543,0.545455,174.93,174.93,0,2621.431555,0.083333,0.083333,0,0.166667,6,2,3000,4898.947715,369.605826,0,12
C16732,851.880648,0.909091,1476.7,934.59,542.11,903.935644,0.636364,0.454545,0.363636,0.272727,3,18,1200,2207.649199,613.130977,0.125,11
C16737,44.539341,0.363636,94.3,71.8,22.5,0,0.25,0.083333,0.25,0,0,4,2500,940.026302,147.851745,0,12
C16739,894.99047,0.636364,3184.54,2486.98,697.56,1578.893925,1,0.583333,1,0.5,12,48,6500,3567.009988,220.979761,0.083333,12
C16740,1459.853158,1,1365,1365,0,363.867229,0.090909,0.090909,0,0.090909,1,3,1800,1751.977457,844.975196,0,11
C16750,5.663355,0.363636,35,35,0,0,0.083333,0.083333,0,0,0,1,2500,394.761847,56.8815,0.1,12
C16760,291.654079,1,1528.77,1528.77,0,0,0.416667,0.416667,0,0,0,9,9000,930.081668,122.43225,0,12
C16761,72.188087,1,117.9,117.9,0,0,0.083333,0.083333,0,0,0,2,3400,14.500688,113.963653,0,12
C16762,370.489944,1,1723.61,947.92,775.69,0,1,0.75,1,0,0,37,5000,1570.70073,198.52965,0,12
C16768,2933.577644,1,4562.57,3729.83,832.74,0,1,0.75,0.916667,0,0,88,4000,4237.359587,1026.20348,0,12
C16781,8465.296023,1,1066.91,817.43,249.48,1870.467411,1,0.166667,0.916667,0.083333,1,23,17150,1742.775616,2037.922023,0,12
C16784,1452.616145,1,522.29,45.65,476.64,0,1,0.083333,1,0,0,13,1500,851.338405,1081.224031,0,12
C16785,3681.031744,1,1922.39,1376.54,545.85,0,0.583333,0.583333,0.333333,0,0,29,10000,873.634965,1032.718828,0,12
C16787,38.342505,0.454545,134.28,134.28,0,0,0.083333,0.083333,0,0,0,3,6000,361.809474,73.633343,0.181818,12
C16790,905.771358,1,116.15,36.15,80,0,0.166667,0.083333,0.166667,0,0,3,1000,267.661028,199.189378,0,12
C16792,1356.050482,1,65.82,39.9,25.92,0,1,0.166667,1,0,0,14,4000,493.729322,390.037637,0,12
C16793,779.431874,1,721.78,223.53,498.25,152.51189,1,0.166667,0.916667,0.083333,2,48,1500,796.646284,211.487323,0,12
C16794,106.752843,0.727273,865.27,637.89,227.38,0,0.583333,0.583333,0.5,0,0,25,2000,1229.490211,139.989439,0.111111,12
C16795,1029.85333,0.833333,727.51,727.51,0,1287.04473,0.333333,0.333333,0,0.666667,5,2,2500,86.723976,232.760827,0,6
C16796,313.802253,1,1146.37,792.1,354.27,1429.340234,0.583333,0.416667,0.416667,0.333333,8,22,2000,2736.9303,156.020535,0.181818,12
C16803,3771.944203,1,786.92,299.21,487.71,960.999868,0.333333,0.083333,0.25,0.083333,2,11,4500,1857.229391,1430.198661,0,12
C16805,331.554753,1,146.22,146.22,0,2819.32368,0.5,0.5,0,0.916667,20,6,3000,4647.909943,1611.762121,0.916667,12
C16810,1465.996562,1,2498.92,222.99,2275.93,0,1,0.166667,1,0,0,36,3500,676.452393,421.840324,0,12
C16812,16259.44857,1,5024.68,3582.45,1442.23,328.698275,1,0.833333,1,0.083333,2,143,18000,4987.235359,5137.504664,0,12
C16814,2590.469749,1,459.12,422,37.12,0,0.333333,0.333333,0.083333,0,0,11,2900,584.70712,1369.991379,0,12
C16815,57.491021,1,785.96,383.84,402.12,0,1,1,1,0,0,27,3500,684.853812,164.145179,1,12
C16817,173.331107,1,1301.44,916.8,384.64,0,0.916667,0.583333,0.75,0,0,25,4000,954.989463,185.615324,0.3,12
C16818,4972.108843,1,2072.57,45.65,2026.92,0,1,0.083333,1,0,0,37,4500,1497.318035,29019.80288,0,12
C16820,23.852869,0.363636,123.75,123.75,0,0,0.083333,0.083333,0,0,0,1,2500,339.525567,160.83802,0.333333,12
C16823,348.342172,0.909091,11878.25,7958.96,3919.29,0,1,1,0.416667,0,0,103,6000,11845.84124,156.68356,0.6,12
C16829,1695.994646,1,478.99,478.99,0,855.646549,0.583333,0.583333,0,0.25,3,8,2000,2546.457101,758.281597,0.083333,12
C16831,2521.094992,1,2326.16,875.37,1450.79,0,1,0.75,1,0,0,83,3000,3983.238602,964.101127,0,12
C16836,173.23165,0.181818,1555.85,1555.85,0,0,0.083333,0.083333,0,0,0,2,1500,8494.566989,1157.992946,0,12
C16843,63.524092,1,145.7,145.7,0,493.123696,0.090909,0.090909,0,0.090909,1,2,1500,607.546663,76.750324,0,11
C16847,160.492501,1,897.45,897.45,0,0,0.666667,0.666667,0,0,0,13,1200,606.996033,56.918917,0,6
C16849,915.857804,1,275.41,275.41,0,0,0.142857,0.142857,0,0,0,1,1200,1268.395148,181.654924,0.142857,7
C16856,1991.277745,1,56.7,56.7,0,1159.173849,0.083333,0.083333,0,0.25,6,1,3000,534.718227,623.621303,0,12
C16864,1655.668019,1,281.3,111.3,170,531.572063,0.5,0.25,0.25,0.25,4,7,2000,356.436938,660.461755,0,12
C16865,1654.795346,0.909091,2530.48,1219.22,1311.26,881.045538,0.75,0.5,0.666667,0.25,4,48,2500,1294.563221,1506.699285,0,12
C16868,5211.797605,1,169.67,169.67,0,5607.28304,0.083333,0.083333,0,0.083333,1,1,6000,6080.457549,1851.182443,0,12
C16869,4487.993384,1,1654.94,464.5,1190.44,2132.805215,1,0.416667,1,0.666667,17,51,7500,1570.050378,1443.70769,0,12
C16872,544.314078,1,111.8,111.8,0,912.814627,0.083333,0.083333,0,0.166667,3,1,1200,135.415952,183.945301,0,12
C16876,512.011287,1,3837.1,1564.32,2272.78,0,1,0.416667,1,0,0,28,6000,3827.939809,197.465712,0.416667,12
C16878,1088.936666,1,724.98,91.93,633.05,0,1,0.083333,1,0,0,20,1000,902.612608,1454.523477,0,12
C16881,1474.990634,0.818182,4469.59,2836.63,1632.96,0,1,0.666667,1,0,0,67,4000,4337.964147,770.352007,0,12
C16888,605.744452,1,119,119,0,0,0.083333,0.083333,0,0,0,1,1800,253.057215,445.55812,0,12
C16892,4364.383487,1,3214.19,297,2917.19,1105.738809,1,0.083333,1,0.166667,4,42,4000,2611.595905,7466.353627,0,12
C16893,6.793588,0.363636,2634.37,1773.4,860.97,0,0.333333,0.333333,0.333333,0,0,24,4000,4144.707044,49.647266,0,12
C16894,63.047104,1,766.56,175,591.56,0,0.833333,0.083333,0.666667,0,0,11,2900,777.890206,153.058328,0.8,12
C16895,3895.677052,1,144.77,79.99,64.78,6492.291188,0.333333,0.083333,0.166667,0.833333,27,4,10000,5709.895929,886.322345,0,12
C16898,234.16953,0.727273,819.15,774.15,45,0,0.25,0.166667,0.083333,0,0,6,5000,1077.230161,179.963067,0,12
C16900,701.01727,1,19.96,19.96,0,153.597768,0.083333,0.083333,0,0.25,3,1,3500,218.851473,332.899226,0,12
C16901,3560.977973,1,3129.67,2229.42,900.25,283.696848,1,0.333333,1,0.166667,2,39,5000,854.446327,956.166908,0,12
C16907,29.360369,0.545455,520.3,424.5,95.8,0,0.5,0.083333,0.333333,0,0,6,4000,381.22527,100.321702,0.181818,12
C16911,179.357206,1,497.15,497.15,0,0,0.416667,0.416667,0,0,0,6,1200,291.121154,180.093054,0,12
C16914,2303.266119,1,740.73,324.88,415.85,3521.638805,0.583333,0.25,0.333333,0.75,14,9,5000,3241.098168,701.198898,0,12
C16915,1778.035758,1,449,449,0,0,0.416667,0.416667,0,0,0,7,3500,429.538574,690.355456,0,12
C16916,1806.557876,1,235.9,47,188.9,1292.92879,0.833333,0.083333,0.75,0.416667,12,11,2000,746.986805,459.874277,0,12
